198,227508830794229349661819540395688853956041682601541047340
197,5658849090820933062654394659588199920734031699226147878000
196,137916457311823175286891803659196021254957193133015795735900
195,3292494774893306459266236567297709172724750117412036480204800
194,76968706453885263422224656027223864499640468527456831687531250
193,1761320816249497260064128799107894572870801197576121920947430400
192,39441088692811735118702693201216800876233754488778109960593662000
191,863956992341031223369732437455810564978462847181784037990616268800
190,18505905247977080547424767021525754827333268504807134835757686199800
189,387472636107893240988576221119100561460276348712211921941200000000000
188,7927146503666739690134186472494109486661820445315261836673147055786600
187,158403750171083939927546733408783648450415925097496763052690172280832000
186,3090359895873369795831288224094760277495448254630525624288754218574910140
185,58838889488543380469990317747165957457508814523282563425627022217869393920
184,1092805086437642607105288731295021393204046268466860179269719232666015625000
183,19790136497342780145131399974199969932522842053553456200972905348342543810560
182,349286206651491240480280500350828043451302829720865847612168677204641759254100
181,6005273540611172917539628867636156245637462494980020300972785093454131715112960
180,100528253131543484995608670191612579047778260955413942234567381198577379497968340
179,1637666742976805676193935582011116636641928344700647895780556800000000000000000000
178,25948693811917980694856464888996018798244532137901845526633967366575308852702104230
177,399687596595556810246622411190722271458063265778747575735268261399876364860705996800
176,5981296974152749676119579335694261420376822253884426437798059687722669085533987279160
175,86913094037911528420578268352862728542188321130708991189954543880263036903292948971520
174,1225537746096987994484239019717249306718219075936817645811061083804816007614135742187500
173,16758945628720767099793456593554393555998810444673787080799975392076265064094504855797760
172,222106871468373059459317241300024700689126060423207833226639373013627461649222284072220500
171,2850878817775686994970460841959409732501535348656489597444880881396677629330897734572441600
170,35415383146646224727967419910788167202974551948585345896586843370169490169611859816527532350
169,425485465276125451063741132347930627757023248116470937776377220000000000000000000000000000000
168,4940010176025308403666604023000790802307975502769635458337530697471397300983376134296563804700
167,55383308033799478791066760828587788950911922896067256578598712241793487039638498268646735872000
166,599075572725879426297940400649043797465807534184464002556805106406400885685312240513049833941950
165,6246907484096444691457171627736664796777832955814450179976654855482626235333619978581751470489600
164,62739757899074183751581079275832162805476457107128220542963732195656837517162784934043884277343750
163,606334153308591173041586242083329829258018811658669008068291031044649156648489665692611763817676800
162,5633163577308832195335877241050436930147122116141954826356352689243585084998990072549983296914860125
161,50260297970134520845480791689180730200902191798440840284077211028554014952965100144457163417430523904
160,430201301879644546365238834037945198395460637609553174013549615900214158716201921015794372936904347216
159,3528686519930169177302821058972219915356923465330121362968150016000000000000000000000000000000000000000
158,27704330344452251769794312203528144460625026740638916573820067171093744854915201756738298025175279034312
157,207945880124917657443141442263243888498439190435279733432236505512563907435020774402487534220424658288640
156,1490289694334155901996660679600862206296915098530130896722861272559183070099593169748937497190876733405336
155,10184306842086773533960043673495732586732896509106798704227083570378085522727548289904618071526532649582592
154,66271459221864705770182663576516232991141108009308735799168462634997335628963810449931770563125610351562500
153,410033104167338847781774777054299741027515804389474590291283134193866928625552000978341110120755958147710976
152,2408455612852447045130264942572139199666973231888157289470940229203089404077692535511594688122915101009854520
151,13408501999296112726076688450013573082966085634729481827561816149211105413494273657470762395557313671369588736
150,70631789935397494025764689103260210168059189784687458801858374735736459771454404359100872055911456905521510556
149,351409862587843351921850124597312969854101538658142089843750000000000000000000000000000000000000000000000000000
148,1648134767460026955835014467185363799615813617682240144132890974789517721561388245280798832769640176961384928572
147,7272104315958518963902358785243027248740208357405433019141161761093511987041995813995439825870490224640707788800
