20,30,0.834925
23,32,0.462802
23,32,0.462802
19,28,0.741751
21,32,0.900609
18,27,0.800027
21,30,0.607243
27,34,0.0236917
17,25,0.694525
27,36,0.213085
21,31,0.785553
27,36,0.213085
26,35,0.266495
21,29,0.391182
21,34,0.986479
24,34,0.601957
22,31,0.535092
24,36,0.893457
17,29,0.993457
22,31,0.535092
27,38,0.602932
30,41,0.411384
25,33,0.155076
30,43,0.774861
23,32,0.462802
26,37,0.665049
24,38,0.984324
21,30,0.607243
24,38,0.984324
21,29,0.391182
27,37,0.399831
26,39,0.916613
21,32,0.900609
24,33,0.39267
22,34,0.943435
27,40,0.889352
24,35,0.77728
20,31,0.928411
20,27,0.253575
27,34,0.0236917
26,34,0.116335
20,28,0.466207
24,33,0.39267
23,30,0.106659
30,38,0.0295782
21,25,0.00172698
21,32,0.900609
25,33,0.155076
26,34,0.116335
14,20,0.504428
24,32,0.202141
23,32,0.462802
30,43,0.774861
23,31,0.257627
23,30,0.106659
24,32,0.202141
27,33,0.00410127
23,36,0.96947
20,26,0.099507
25,36,0.723615

1000 orgs
219,309,1
215,317,1
240,338,1
239,336,1
220,314,1
217,320,1
242,327,1
225,329,1
221,320,1
223,329,1
231,328,1
225,328,1
215,314,1
236,337,1
214,310,1
216,306,1
221,330,1
220,325,1
236,333,1
238,346,1
207,298,1
230,333,1
236,332,1
244,351,1
214,316,1
220,316,1
211,302,1
212,304,1
225,316,1
218,321,1
225,316,1
224,333,1
220,319,1
238,338,1
222,321,1
217,320,1
229,319,1
236,350,1
228,326,1
223,328,1
223,325,1
211,318,1
231,340,1
216,315,1
221,312,1
234,333,1
210,313,1
211,315,1
234,337,1
219,316,1
244,343,1
223,315,1
221,311,1
212,297,1
223,316,1
209,302,1
229,342,1
228,323,1
211,315,1
240,338,1
239,361,1
237,341,1
227,324,1
235,333,1
222,327,1
223,319,1
212,300,1
228,327,1
228,332,1
247,348,1
231,326,1
224,325,1
217,320,1
221,328,1
226,331,1
244,343,1
236,321,1
223,322,1
226,321,1
236,337,1
225,335,1
220,313,1
208,310,1
213,303,1
225,333,1
222,338,1
223,324,1
260,371,1
220,314,1
214,307,1
235,336,1
226,338,1
221,322,1
216,315,1
233,327,1
233,334,1
223,321,1
229,325,1
231,337,1
219,310,1

70 0rgs
16,22,0.330616
13,17,0.145224
11,14,0.102623
15,23,0.822256
18,27,0.800027
21,29,0.391182
21,28,0.194913
18,26,0.620738
12,17,0.449537
12,16,0.212412
17,20,0.00225422
15,20,0.196735
18,26,0.620738
17,25,0.694525
16,21,0.13935
19,25,0.140428
15,18,0.00959541
13,16,0.0343862
16,24,0.762383
14,20,0.504428
15,21,0.41441
17,23,0.256034
15,22,0.645371
16,25,0.892281
13,18,0.353257
21,29,0.391182
12,19,0.856637
18,25,0.397327
15,18,0.00959541
18,24,0.19245
15,21,0.41441
12,20,0.947617
15,23,0.822256
13,17,0.145224
16,21,0.13935
18,22,0.0119741
20,28,0.466207
13,19,0.596813
21,27,0.0685023
17,24,0.478698
14,20,0.504428
16,20,0.0364691
14,20,0.504428
21,31,0.785553
18,25,0.397327
16,19,0.00474813
18,25,0.397327
16,22,0.330616
15,22,0.645371
15,20,0.196735
13,20,0.794667
17,21,0.0212875
12,16,0.212412
17,21,0.0212875
19,25,0.140428
17,26,0.850409
18,22,0.0119741
15,21,0.41441
15,18,0.00959541
14,22,0.872964
15,20,0.196735
13,21,0.914395
19,26,0.321514
18,23,0.0630935
16,22,0.330616
14,21,0.723695
16,25,0.892281
18,21,0.0010285
17,21,0.0212875
17,23,0.256034
13,19,0.596813
15,20,0.196735
16,23,0.56255
15,21,0.41441
13,18,0.353257
14,18,0.0953448
20,29,0.676872
15,24,0.925739
10,17,0.955929
18,20,2.55979e-05
15,20,0.196735
16,23,0.56255
19,23,0.00649826
15,23,0.822256
18,28,0.911195
21,31,0.785553
14,18,0.0953448
19,27,0.543665
20,26,0.099507
17,26,0.850409
13,17,0.145224
14,23,0.951559
16,22,0.330616
12,22,1
15,21,0.41441
19,25,0.140428
14,20,0.504428
18,29,0.966446
12,17,0.449537
17,27,0.938277

20 orgs

5,7,0.631579
6,6,0.00625
5,5,0.0263158
6,8,0.3875
5,5,0.0263158
5,5,0.0263158
4,5,0.5
6,7,0.10625
4,5,0.5
4,4,0.1
5,7,0.631579
3,4,1
7,9,0.228883
5,6,0.236842
6,6,0.00625
3,3,0.333333
7,11,0.820163
5,7,0.631579
6,7,0.10625
6,7,0.10625
5,8,1
3,3,0.333333
6,9,0.7375
5,7,0.631579
5,5,0.0263158
4,7,1
5,8,1
7,6,0
3,3,0.333333
7,9,0.228883
5,5,0.0263158
4,4,0.1
3,3,0.333333
5,7,0.631579
3,2,0
4,4,0.1
4,6,1
5,5,0.0263158
5,4,0
3,3,0.333333
3,3,0.333333
2,2,1
4,6,1
4,5,0.5
4,5,0.5
6,7,0.10625
4,5,0.5
4,5,0.5
4,5,0.5
8,9,0.0178719
4,4,0.1
7,9,0.228883
5,7,0.631579
5,6,0.236842
4,4,0.1
8,9,0.0178719
5,7,0.631579
4,5,0.5
5,7,0.631579
6,9,0.7375
7,8,0.0449591
7,8,0.0449591
5,6,0.236842
3,4,1
4,4,0.1
4,4,0.1
5,6,0.236842
6,8,0.3875
8,10,0.129227
5,9,1
4,4,0.1
4,5,0.5
3,4,1
6,8,0.3875
4,5,0.5
5,8,1
5,5,0.0263158
4,4,0.1
3,4,1
5,7,0.631579
3,3,0.333333
4,5,0.5
6,9,0.7375
4,4,0.1
5,5,0.0263158
2,3,1
4,5,0.5
4,6,1
4,7,1
6,7,0.10625
4,5,0.5
7,9,0.228883
6,7,0.10625
5,7,0.631579
6,9,0.7375
7,10,0.53406
3,3,0.333333
5,6,0.236842
4,4,0.1
6,8,0.3875

10000 orgs
2280,3350,1
2245,3229,1
2257,3244,1
2320,3376,1
2260,3229,1
2276,3313,1
2240,3251,1
2205,3230,1
2247,3298,1
2258,3250,1
2259,3296,1
2252,3256,1
2232,3227,1
2301,3328,1
2274,3336,1
2280,3299,1
2244,3280,1
2237,3243,1
2277,3273,1
2278,3353,1
2222,3235,1
2251,3269,1
2242,3242,1
2242,3282,1
2212,3229,1
2251,3296,1
2262,3251,1
2265,3340,1
2297,3314,1
2243,3223,1
2300,3301,1
2228,3242,1
2278,3259,1
2269,3326,1
2244,3293,1
2207,3205,1
2222,3222,1
2248,3253,1
2274,3259,1
2276,3308,1
2233,3263,1
2267,3303,1
2269,3305,1
2264,3284,1
2291,3306,1
2245,3287,1
2258,3294,1
2253,3269,1
2256,3299,1
2281,3360,1
2276,3272,1
2236,3221,1
2209,3214,1
2251,3233,1
2268,3305,1
2227,3242,1
2277,3242,1
2258,3265,1
2252,3279,1
2229,3239,1
2246,3261,1
2225,3218,1
2278,3352,1
2253,3304,1
2270,3291,1
2262,3280,1
2296,3322,1
2309,3324,1
2235,3254,1
2250,3274,1
2226,3252,1
2246,3233,1
2299,3333,1
2302,3375,1
2226,3236,1
2240,3302,1
2261,3266,1
2285,3351,1
2221,3206,1
2245,3208,1
2274,3341,1
2208,3242,1
2250,3274,1
2244,3278,1
2244,3242,1
2265,3298,1
2202,3218,1
2291,3261,1
2245,3286,1
2241,3242,1
2211,3190,1
2257,3289,1
2210,3236,1
2286,3334,1
2288,3317,1
2273,3321,1
2232,3268,1
2264,3296,1
2248,3249,1
2234,3262,1

800 orgs
190,259,0.999999
181,259,1
177,256,1
186,273,1
167,241,1
176,263,1
195,273,1
187,271,1
191,273,1
179,248,1
187,271,1
178,249,1
159,229,1
185,277,1
178,250,1
183,271,1
191,270,1
191,283,1
175,251,1
189,270,1
191,277,1
185,270,1
178,259,1
184,256,1
169,246,1
185,265,1
192,273,1
194,280,1
187,268,1
182,257,1
180,265,1
193,273,1
174,250,1
179,252,1
186,268,1
169,241,1
193,274,1
188,266,1
166,247,1
179,268,1
169,244,1
176,258,1
170,246,1
156,228,1
184,266,1
170,252,1
169,236,1
184,252,1
183,269,1
173,254,1
179,265,1
169,257,1
170,251,1
183,272,1
164,234,1
192,271,1
177,259,1
178,256,1
185,265,1
172,253,1
191,273,1
167,247,1
175,248,1
173,250,1
182,271,1
177,258,1
172,244,1
177,268,1
175,254,1
183,263,1
186,271,1
168,245,1
182,254,1
190,278,1
189,273,1
174,252,1
189,267,1
177,255,1
177,266,1
181,262,1
185,264,1
180,275,1
186,265,1
179,266,1
181,262,1
192,277,1
192,274,1
186,273,1
183,260,1
173,262,1
158,230,1
183,264,1
173,255,1
178,265,1
187,271,1
177,249,1
183,254,1
182,261,1
181,259,1
156,232,1
179,265,1
196,285,1
175,254,1
185,278,1
176,258,1
177,252,1
171,256,1
183,269,1
169,248,1
177,260,1
189,282,1
177,257,1
171,248,1
172,261,1
188,286,1
165,240,1
181,253,1
182,258,1
174,259,1
168,236,1
183,264,1
176,257,1
181,255,1
181,261,1
185,267,1
194,269,1
180,267,1
177,257,1
176,250,1
176,258,1
197,281,1
179,254,1
182,258,1
194,275,1
172,246,1
194,277,1
166,248,1
178,259,1
176,250,1
172,251,1
184,257,1
170,247,1
178,253,1
183,267,1
191,273,1
165,242,1
189,276,1
185,271,1
172,252,1
193,287,1
180,265,1
179,259,1
177,249,1
165,248,1
168,256,1
175,259,1
185,273,1
185,269,1
195,282,1
188,279,1
177,259,1
173,261,1
181,258,1
186,266,1
179,266,1
176,255,1
178,259,1
200,295,1
183,263,1
187,269,1
176,235,0.999132
188,266,1
180,257,1
193,270,1
183,267,1
183,260,1
166,240,1
182,265,1
175,270,1
168,246,1
187,262,1
175,266,1
181,261,1
180,263,1
177,266,1
175,251,1
173,252,1
171,260,1
173,254,1
186,267,1
182,262,1
181,266,1
189,265,1
179,266,1
181,263,1
194,282,1
173,238,1
177,257,1
179,268,1
173,258,1
180,249,1
186,265,1
178,262,1
166,241,1

800 orgs again
160,237,1
192,285,1
185,264,1
178,251,1
185,261,1
177,260,1
189,276,1
185,280,1
189,272,1
182,264,1
192,273,1
174,254,1
183,266,1
179,259,1
173,251,1
177,253,1
194,275,1
180,256,1
156,226,1
188,265,1
183,264,1
189,268,1
166,245,1
176,259,1
180,264,1
196,286,1
174,259,1
181,260,1
174,250,1
169,246,1
183,273,1
180,268,1
202,283,1
180,252,1
188,267,1
183,260,1
175,253,1
187,262,1
183,270,1
179,250,1
172,251,1
179,250,1
181,257,1
188,262,1
202,278,1
196,289,1
173,258,1
185,287,1
193,277,1
191,281,1
194,272,1
179,253,1
178,255,1
170,247,1
185,264,1
156,222,1
165,244,1
186,269,1
173,256,1
163,229,1
188,275,1
178,265,1
179,249,1
190,269,1
164,242,1
182,270,1
190,271,1
154,230,1
183,257,1
185,265,1
191,272,1
172,250,1
179,257,1
180,265,1
184,266,1
178,263,1
180,260,1
168,235,1
182,245,0.999931
182,262,1
188,261,1
188,264,1
161,231,1
174,253,1
183,255,1
200,286,1
172,257,1
186,261,1
176,258,1
183,261,1
181,269,1
195,288,1
179,261,1
176,257,1
186,259,1
181,262,1
177,256,1
180,256,1
179,262,1
183,255,1
177,248,1
184,268,1

108,161,1
40,58,0.938186
48,71,0.994021
45,68,0.997943
52,73,0.898646
47,66,0.856372
51,72,0.91791
110,158,0.999999
113,159,0.999958
135,187,0.999968
126,189,1
135,187,0.999968
131,193,1
136,208,1
145,202,0.999998
138,194,0.999999
127,190,1
121,172,0.999999
134,188,0.999998
128,192,1
130,187,1
119,175,0
140,202,1
138,215,1
138,194,1
145,207,1
143,211,1
120,180,1
132,198,1
136,196,1
137,205,1
149,217,1
130,183,0
130,196,1
128,188,1
135,187,0
140,193,0
140,203,1
130,190,1
132,194,1
130,190,1
123,180,1
139,198,1
123,184,1
142,206,1
137,202,1
121,183,1
118,164,0
145,215,1
152,212,1
131,181,0
138,206,1
148,218,1
131,187,1
145,206,1
146,207,0
139,200,1
131,189,1
133,183,0
129,185,1
123,174,0
128,196,1
144,210,1
145,205,0
121,172,0
131,184,0
141,216,1
147,207,1
144,203,1
149,221,1
137,207,1
121,176,1
136,203,1
138,193,0
132,196,1
130,187,0
137,197,0
130,191,1
129,191,1
132,201,1
128,187,1
131,196,1
138,203,1
128,187,1
132,202,1
146,199,0
134,195,1
141,216,1
131,191,1
138,200,1
136,194,1
144,198,0.999961
125,180,1
144,212,1
140,207,1
133,192,1
136,189,0.999987
128,185,1
130,192,1
132,204,1
140,198,1
128,180,0.999997
135,198,1
138,196,1
141,216,1
132,186,0.999999
132,189,1
132,193,1
143,214,1
134,190,1
149,209,1
140,198,1
142,198,0.999998
130,189,1
143,202,1
126,188,1
142,194,0.999767
133,196,1
148,211,1
135,202,1
139,203,1
135,200,1
126,173,1
134,199,1
119,172,1
140,201,1
137,197,1
131,186,1
129,187,1
146,208,1
130,184,1
138,205,1
143,210,1
133,192,1
130,183,1
136,195,1
129,187,1
128,185,1
136,208,1
131,190,1
140,209,1
133,197,1
139,190,1
130,185,1
129,192,1
134,195,1
127,195,1
129,195,1
140,209,1
138,196,1
127,184,1
106,156,1
20,29,0.676871
20,31,0.928419
19,27,0.543657
17,26,0.850419
21,30,0.60724
20,28,0.46621
20,26,0.099499
24,35,0.777286
24,36,0.893472
19,29,0.876848
24,33,0.392664
25,34,0.326708
19,29,0.876848
27,39,0.77405
20,26,0.099499
23,35,0.921252
23,34,0.825017
22,31,0.535085
25,37,0.859664
23,36,0.969457
18,32,0.999248
21,29,0.39118
26,33,0.035784
18,24,0.19245
23,33,0.667683
23,30,0.106658
133,197,1
133,193,1
137,199,1
127,192,1
151,208,0.99998
148,218,1
