


10 organisms: 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.236842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-nan,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,-nan,1,1,0.333333,-nan,1,0.5,-nan,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333,1,1,-nan,1,1,1,

100 organisms: 1,1,1,1,0.999672,0.99925,1,1,1,0.999258,1,0.951559,1,0.9994,0.99987,1,1,1,0.9994,0.973387,1,0.993439,1,0.984843,1,0.999672,1,0.99893,1,1,1,1,1,0.994757,0.958846,0.99998,1,0.99925,0.999684,1,1,0.999684,1,0.960575,1,1,0.999997,0.999672,1,1,1,1,0.999985,0.996354,0.999862,1,1,1,1,1,1,1,0.993457,1,1,1,1,1,0.999749,1,1,0.999749,1,1,1,1,1,1,1,0.938277,1,1,0.999961,1,1,1,1,0.998616,1,0.9992,0.999862,0.973387,0.999961,0.999862,1,1,0.850409,1,0.99987,0.973387,

1000 organisms: 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,

