294,9998943371381242321023474793439574481139884832189105555262377011307809353994353116580
293,368698239537211406267363896478911818069062511013553230099162871092728915565034099220240
292,13410610924559512110640974800522063542232732855844438514295652763434071707314900962758500
291,481088584527411912057758423430605574520132041624410450923880057230501568263409162474373120
290,17019148797489027308301459148781785166339628338413564486709277410848812868364147669142045150
289,593639846058863047935432483879464827860021910177976571472631879771557260818477954840314268160
288,20413412147858542451418182535165437040938327591396449043067711069790043349716401467866321982840
287,691909361640869726661622225779217100667539831276657027681315860859553172021544385884313600000000
286,23112997521172816991764793289186837219640808970469267693722411212260088776255923123078431947277580
285,760795472147661841070575098436087061939613052720287235365885579726964837514006124323451411169382400
284,24672543534716836353193742647642501495229530145634743861186247431807452866738255725640549638612786676
283,788175059407898938291823989496215313184359881787731706183962735660873705410432810746133183776100974592
282,24798259403490016399735201156638062295933923822659005711910631744991967246567387187552488145503417968750
281,768307350488844209022315644713045951127640595052862533036559639163489748626987507922726914027002158186496
280,23436248507191228461497676997853478902709600884859582055099650594812565064650060720649400998842107591054940
279,703725061597038521382145159333756910318963602630028514153250881874461933137079162515410106435751446203858944
278,20796999287977050161172209554566701871619222833487344895156233487499843784493366434656617333444588628027896734
277,604784098604144684900060488997752898013544196938045514406840603274769933116521561447478755817200000000000000000
276,17302931798273142093838822794896190136596926983458219825107763315010965669154529810393399694825872458970590767558
275,486939008596006699326294810009750515882733011562805968523950162785526011091755776625858054942183364714957813841920
274,13476561489680677459511342538065870691627147116492154737711264834346540387597741032145512965156446116251713938430429
273,366729273707775078072826278447526971849734249128602455444697256825097147488352682515017762690823504849167827968458752
272,9810348171864482450237458364974858081067870749484408003570635335958824516794374304140546882990747690200805664062500000
271,257931328958376416386488571522655376773546790916975989805213925230923797546004539364084612254948996007628552662077669376
270,6663633083296382500036629181775468921303822827792304477323027460254287499961644955457411742563631153287755804336972442000
269,169125764653426764789345671560532015805663872037863607377451269512388314827325786369296549625531867887171788152796243558400
268,4216018196917948685178300402665500861626630994795480063141202408860494209935807336179651867978002005598642800143971897623600
267,103202278126126724091849283389768580897294281630710628337793474403851991173842855434892312628428800000000000000000000000000000
266,2480093382743682149539867767124180814927576321096139359029527676947951104780714851362091110342672963613604869902603158987768200
265,58497085779887002135905803889375441099604682110946758799095126003577644771722376772801130591821914018351691968487390726586368000
264,1353882500418508493794616828504441807512357811999295325026966675994232428532070137494540855721131134337535445544220434381204834800
263,30739647221067112228986702696622580608798112768254172316229275926208654717604392529224207617696109249694140566362005142758857113600
262,684504000326260932124443906898619561342669775670940197945114425111512876629663899168659259986110854960667449049651622772216796875000
261,14945061432117816087819562735503515180429203526670530620439941438111507225752639588665523575910680895523178426206355706674504584396800
260,319850236657410400810457583617820533015972086040648503748798305484419632789682182924393430694250912266956628431875448345455597117123000
259,6708149439757540299701012272309076707107493063686886550660737513880543896708747515777301461037405194595273159010253616467871195379793920
258,137829682778483948915907519322006254925387896154707211996452726439478051731723360213057679357471952330940692366860564227285478898133438020
257,2773579536687067335349663912870758641317244745061772877630527624932300531674035555869916903542372859200000000000000000000000000000000000000
256,54647092925424233111361579740451981673981565630124660825621795802579808307430355657028466308027645490572866501305837388925687060141233440240
255,1053876114349767663572542808208785222240372054558472990098102792660646031144860112775542079198867773108421603793667934874685656188088169267200
254,19887136164552452647735355453862773373597497192096470559126113771091500601909312403781762481680029065021609322355281594755422711448293738809880
253,367092720217502011120599514529652999516909790474246199269171439450860122578367552866838837416876099256945696367178936688486137612846544181002240
252,6626087764450831435497940295173088491925311441763822153759645436821030250640021010834149156254770549209795364248939222306944429874420166015625000
251,116914882180130480588695014910020966963556114605273368325154188109390894389555795691847094442583211957914336364355007841278411703572483621907333120
250,2015872458712524194222333602790938598091935643507508626155027068545737866863568747876784074049264878422002872610670289825645795702977239399228351100
249,33953330142508370998022837861730718778917655081653259146541696680911170219185271003846461514755647521282258387245055034889401866133630710113086996480
248,558430373819759789674373037290843502125754089719180390453574822071744184828233462172433630415767019702086777099281671588979239386919159275302493079320
247,8965199470901314966871700700741006324208375215387459093200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
246,140438958226585029761887677272353586221070041704749899819162300305858069263720590634117279206433272533480650041907140443390051743948088041131545869015340
245,2145753085241079192033106559839993977521603039264850035581661485298942132965675051371945876849222192442295385931010871966065224647588109139510997024768000
